i, random1, random2, random3
53, 0.6428443674402922, 0.3330785868055611, 0.465232818670388
54, 0.3367357855512415, 0.2578397686689369, 0.541706975576547
55, 0.7173679831017594, 0.32712086690182174, 0.6306109023616077
56, 0.37667895683759345, 0.36227206316397653, 0.24243367616153744
57, 0.612876216667026, 0.6846970493259832, 0.8489152308895105
58, 0.6579997209580287, 0.3228786241451813, 0.2114266136535251
59, 0.3356041468543317, 0.4193624179000428, 0.8711379266881956
60, 0.5540339511260077, 0.08494710719645437, 0.7288903594444737
61, 0.3102448800211617, 0.17283695614664607, 0.27550386472589716
62, 0.10624721010466487, 0.3511746139474813, 0.588392622183715
63, 0.7460048498553926, 0.8756669616337776, 0.6010335113228132
64, 0.6969032588659289, 0.7648297034616103, 0.9284648220673424
65, 0.571969557588732, 0.14351662355222572, 0.7770504555961673
66, 0.591017637890541, 0.30201537423734093, 0.1833458477728176
67, 0.337925723598969, 0.19199740013251587, 0.2818673649820099
68, 0.6479552758846292, 0.6868509265305965, 0.1844270785059745
69, 0.4019721767019383, 0.5836413101190447, 0.16083177884179867
70, 0.6409915613084648, 0.25711804554193685, 0.4586087387740061
71, 0.5483778933124759, 0.8024631389120115, 0.880074181803597
72, 0.4097134934751906, 0.5033757551718017, 0.6773163460158166
73, 0.2574500664789626, 0.42441486613746027, 0.6153906345255354
74, 0.9349781039392012, 0.2430712560421, 0.45469208964788876
75, 0.02278770655897322, 0.38575891903553383, 0.34621435273790724
76, 0.28277961993328105, 0.05175078800171162, 0.6695216247375475
77, 0.7077612984379246, 0.6779724707374518, 0.4401242079639551
78, 0.1291389211892653, 0.07464869828307119, 0.5231334136898116
79, 0.3846319725865144, 0.6859343621836066, 0.6420967279129602
80, 0.06263786250334646, 0.2834652213449128, 0.6743022130185704
81, 0.4759669595564072, 0.2800144755795092, 0.8972583690331578
82, 0.20039123225477073, 0.9211717070539902, 0.3694555115356154
83, 0.4462007958070874, 0.38065904556944086, 0.8157580517983952
84, 0.836340623836061, 0.8114534131288599, 0.27118946511658826
85, 0.06813418665675608, 0.42885488880153566, 0.03294050338507282
86, 0.9561906270667146, 0.6784826069565788, 0.9607262045491654
87, 0.5718861272150603, 0.9507386148774188, 0.5831326550511645
88, 0.09516216361223073, 0.8958673599087869, 0.37879119311146336
89, 0.27711515898502015, 0.7354622776019453, 0.9436273806348483
90, 0.9367635284918295, 0.2045431044688948, 0.6818218394157013
91, 0.33882868394960086, 0.7821650162012965, 0.8393950287241204
92, 0.9712756551359291, 0.559838292061533, 0.1659896679973274
93, 0.3031782818661716, 0.5250233755807739, 0.30074884664637
94, 0.33117051450731694, 0.5914601239355245, 0.10036616757427208
95, 0.1108294090211247, 0.35512059466835877, 0.1233389289554383
96, 0.6752307984163218, 0.022703233439248405, 0.9441162028726036
97, 0.014146627077240903, 0.11210120931367429, 0.09117148124090046
98, 0.18486535300724838, 0.4616684135673983, 0.05686548534706326
99, 0.3328239381566893, 0.7885213759762362, 0.5699639491308855
