i, random1, random2, random3
43, 0.04466639273401918, 0.7859380760472551, 0.3080502578755525
44, 0.09085767950621904, 0.7200026238355748, 0.2969285559414766
45, 0.1303086306079514, 0.8874571149482053, 0.9291628127934943
46, 0.7276664376451843, 0.9059626067549625, 0.44500812534780854
47, 0.49548423632492966, 0.6789186889930628, 0.6053842249349611
48, 0.6354214759582251, 0.6417329142581388, 0.025618434818437952
49, 0.3764681621629984, 0.9441501466891798, 0.46054225077942235
50, 0.788411902968912, 0.8466490359705418, 0.18061328185329184
51, 0.4456009160133909, 0.02510373986185055, 0.41471424129060974
52, 0.28657989169728304, 0.8008668064595905, 0.6389233837496412
53, 0.7353576631355755, 0.14953797546694536, 0.2553843903333065
54, 0.33144237265048626, 0.8436514268347629, 0.020106750991248368
55, 0.32330410384540986, 0.5066066044642376, 0.7680562483257034
56, 0.775398194426007, 0.3197186114974335, 0.30076010564398326
57, 0.6961709202516873, 0.2764807488355677, 0.9466110200653998
58, 0.14907985433502968, 0.36669299338838446, 0.15956292723733922
59, 0.23939934389614514, 0.7063623716199324, 0.5434458143490623
60, 0.6463906245405454, 0.30185675254587163, 0.8116193326379457
61, 0.18665429428560543, 0.47253318856739857, 0.2001082782493332
62, 0.19172030929825945, 0.8233396067174957, 0.4682912197179432
63, 0.6980934508849779, 0.26741816241077077, 0.7149271456748494
64, 0.4605231465502826, 0.458856724915255, 0.3595844896796623
65, 0.48174404136173066, 0.33417276352789793, 0.5150193105776145
66, 0.4233856481004882, 0.9743379863466408, 0.4874574880846594
67, 0.253940539746212, 0.8123199792786553, 0.15034108511298883
68, 0.44907335175326235, 0.01313603226587845, 0.2781060053379547
69, 0.4936352649758584, 0.7632701843736405, 0.45481499279970095
70, 0.8264106772801568, 0.607532214431178, 0.2438068047349219
71, 0.18759329782465517, 0.15170693482940079, 0.11304104463843312
72, 0.521260665310548, 0.05332259278375273, 0.19443924823098357
73, 0.9769764290085147, 0.23774538116215715, 0.5911266604357936
74, 0.9074669723838195, 0.36217209605282397, 0.298291678865931
75, 0.5563218941407658, 0.12343339598937098, 0.10125598078151787
76, 0.34112572686464127, 0.3316432006679274, 0.2767388275973288
77, 0.6934967393686556, 0.37016776768181536, 0.137465010910943
78, 0.448817381977315, 0.8371148425499308, 0.6857721395453111
79, 0.34897670039243167, 0.2615829941517671, 0.7485705789191349
80, 0.42903154259788023, 0.9155896903877845, 0.336913342464189
81, 0.08210441344991626, 0.8261685839628912, 0.5515549112650786
82, 0.7429476644583055, 0.44272881046107293, 0.5413533585154789
83, 0.28036384296042505, 0.526725419228614, 0.45151878842443127
84, 0.3116467917335568, 0.8165270645800595, 0.3621767428503968
85, 0.16470726126781998, 0.3856175313574315, 0.36668156098224447
86, 0.7217719172128169, 0.2279741319917875, 0.35067485182098823
87, 0.2748510470306712, 0.9734996118702677, 0.2736968162350528
88, 0.19294030245573934, 0.3150131423948611, 0.24511610040646814
89, 0.9309564414594043, 0.35230995024341827, 0.20709480535109093
90, 0.9926140576300264, 0.9811828845311523, 0.939975998066373
91, 0.0027289669780664605, 0.5406935651596269, 0.4079086571605083
92, 0.9448646442539268, 0.9587322117195342, 0.5617927067923161
93, 0.5239393628885117, 0.5751979802702629, 0.3548489240047148
94, 0.24300330955830574, 0.17514067171576897, 0.9693568351739551
95, 0.6243671465535855, 0.8047846479770009, 0.9826422538334997
96, 0.4406463932846715, 0.04487608011968014, 0.13830206560337954
97, 0.23751576292416154, 0.956525395079207, 0.20572703644266943
98, 0.8761043378514036, 0.9541573370083052, 0.48001810266642897
99, 0.5085923058733555, 0.47720185257580294, 0.44330182202214696
