i, random1, random2, random3
72, 0.9606973463805203, 0.4875375726027166, 0.3890052335173866
73, 0.44282294985232085, 0.31267677513249437, 0.18997012125835688
74, 0.24090445936021487, 0.07327315627541964, 0.7845601337074003
75, 0.02533036746353079, 0.37735997945771804, 0.761754062640485
76, 0.888996621510288, 0.5489171926832691, 0.9724312373633938
77, 0.1196145583361633, 0.6900578265030256, 0.5339237440770549
78, 0.7089919041740977, 0.9329112467203134, 0.11982975717751065
79, 0.29200964116066164, 0.6845405420006828, 0.9911261995445915
80, 0.1923437389935979, 0.4230000582203768, 0.8845575467983793
81, 0.2334981902857438, 0.6688705641320524, 0.667665973789184
82, 0.2863076866432589, 0.6219933285565967, 0.07247040268738192
83, 0.8610811318563395, 0.9625530092695008, 0.0880534924216897
84, 0.44948192990266556, 0.44076439536295564, 0.7814572776129225
85, 0.9910103983232534, 0.5621110141037579, 0.6597768295547083
86, 0.786800608845472, 0.9641006644593161, 0.2545981654853181
87, 0.7286989893585566, 0.3649926520983574, 0.4758546616326843
88, 0.24573698547033695, 0.22538774474284984, 0.9097996716966567
89, 0.3534406523715873, 0.9896616530430532, 0.018107254020416685
90, 0.1014127098796328, 0.46300741268315737, 0.17001301511207922
91, 0.611778979033547, 0.8207304528797736, 0.41438504273541843
92, 0.15661125759994576, 0.3116936507447676, 0.6386731280460733
93, 0.15124363728205847, 0.6224896875421578, 0.5357355448319945
94, 0.4137467733214615, 0.8626161632916046, 0.6279537546780635
95, 0.657273165910466, 0.6855693330093836, 0.8427840871350428
96, 0.8239639332539129, 0.9234632911126484, 0.323918731967503
97, 0.5944693074420058, 0.31810529340241067, 0.7151169511714809
98, 0.08013272735575705, 0.7584359135245853, 0.31509964371203203
99, 0.0744541090582318, 0.8332397316003128, 0.7211835874209268
